session_id,visit_id,user_id,key,device_id,cookie_id,device,entry_channel,user_country,entry_page,number_of_page_viewed,visit_datetime,sponsored_listing_viewed,banner_viewed,homepage_promo_seen,product_search_view,session_total_cost
S2633,V4286,U1461,returning,08cb4da4,dc3cf099,mobile,email,United States of America,landing,6,2025-05-29 11:19:34,0,0,1,0,1.0
S2634,V4287,U1461,returning,d34fe8e4,171a42cd,mobile,referral,French Southern Territories,blog,9,2025-04-27 18:52:39,0,1,1,0,2.25
S2635,V4288,U1461,returning,77375418,9765a51a,mobile,paid,Martinique,category,12,2025-03-15 20:02:48,0,1,1,0,2.47
S2635,V4289,U1461,returning,58310f77,3b440ed4,mobile,paid,Mexico,product,11,2025-05-10 13:12:47,0,1,1,0,2.47
S2636,V4290,U1462,returning,77a9a230,09048b2d,mobile,social,China,home,17,2025-03-25 23:31:59,0,0,1,1,0.99
S2636,V4291,U1462,returning,d5db9f00,d602da84,tablet,organic,Hong Kong,category,5,2025-04-15 00:23:08,0,0,1,1,0.99
S2636,V4292,U1462,new,2fb72f26,9ffbee77,desktop,social,Gambia,product,14,2025-04-14 00:58:18,0,0,1,1,0.99
S2637,V4293,U1462,returning,b40889a2,d307fa09,tablet,organic,Finland,blog,1,2025-04-06 10:09:20,1,0,0,0,0.93
S2638,V4294,U1462,returning,a8005f54,f06b7df0,tablet,referral,Moldova,category,6,2025-04-28 20:08:29,1,1,1,0,3.34
S2639,V4295,U1463,returning,33bf438c,97e219c4,mobile,referral,Liberia,product,9,2025-03-07 23:37:53,0,0,1,1,2.39
S2640,V4296,U1463,new,16c17bf8,b3cbf2dc,desktop,referral,Grenada,home,18,2025-03-14 06:25:56,1,0,0,0,1.03
S2641,V4297,U1463,returning,4d260510,4da1206f,desktop,organic,Saint Barthelemy,landing,6,2025-04-15 13:27:05,0,0,1,0,0.91
S2641,V4298,U1463,returning,071f4951,1b12a6bb,mobile,referral,Congo,blog,2,2025-03-16 00:32:02,0,0,1,0,0.91
S2641,V4299,U1463,returning,aa1f9d51,04730e31,tablet,social,United States Virgin Islands,product,14,2025-03-19 09:51:36,0,0,1,0,0.91
S2642,V4300,U1464,returning,ebf6238b,d72111d6,desktop,social,Albania,category,7,2025-03-02 05:54:21,0,1,1,1,1.82
S2642,V4301,U1464,returning,57a28201,9ad9b6e7,desktop,paid,Tokelau,product,15,2025-04-18 14:42:54,0,1,1,1,1.82
S2642,V4302,U1464,returning,791c3581,2b3955d7,tablet,referral,Saint Lucia,product,2,2025-05-10 10:10:38,0,1,1,1,1.82
S2643,V4303,U1464,returning,b1892b2e,fc51a5f4,tablet,referral,Holy See (Vatican City State),category,4,2025-04-17 17:10:12,0,1,1,1,1.24
S2643,V4304,U1464,new,a0ced4d6,7d1f53eb,desktop,organic,Iraq,product,2,2025-05-29 21:00:59,0,1,1,1,1.24
S2643,V4305,U1464,new,52892816,7fae4b22,tablet,organic,Israel,product,2,2025-04-08 07:36:01,0,1,1,1,1.24
S2644,V4306,U1464,new,7f2ab8f0,86ed3a4b,mobile,social,Samoa,product,1,2025-04-06 05:29:26,0,1,0,0,0.12
S2645,V4307,U1464,returning,138c1617,2c96f358,mobile,social,Hungary,home,2,2025-04-17 12:44:12,1,0,0,1,2.15
S2646,V4308,U1464,returning,fcab8646,de137a84,mobile,referral,Gambia,category,8,2025-05-02 05:45:06,0,0,0,1,0.37
S2646,V4309,U1464,returning,1bea2aa7,5bd002fe,tablet,paid,Myanmar,blog,9,2025-03-07 21:59:17,0,0,0,1,0.37
S2647,V4310,U1465,returning,5cc0549e,cdd1390f,mobile,organic,Ireland,category,18,2025-05-25 22:11:54,0,0,0,0,0.0
S2647,V4311,U1465,new,ab94024a,0d0c92ec,desktop,referral,Argentina,landing,13,2025-05-29 11:29:28,0,0,0,0,0.0
S2647,V4312,U1465,returning,ac1ad214,2d2f9530,desktop,organic,British Virgin Islands,blog,13,2025-04-07 08:42:34,0,0,0,0,0.0
S2648,V4313,U1465,returning,18e4563e,a384136a,desktop,referral,Venezuela,blog,11,2025-04-24 21:57:48,0,0,0,0,0.0
S2648,V4314,U1465,new,6120b1b1,d23d7444,tablet,organic,Central African Republic,product,2,2025-03-19 20:35:04,0,0,0,0,0.0
S2648,V4315,U1465,returning,906dbd28,f7766698,tablet,social,Serbia,landing,6,2025-04-12 08:38:52,0,0,0,0,0.0
S2649,V4316,U1466,returning,6f746fdb,04dfd312,desktop,organic,Equatorial Guinea,category,13,2025-05-14 21:11:24,0,0,0,1,0.48
S2649,V4317,U1466,returning,dea15b39,c061f48e,mobile,paid,United States Minor Outlying Islands,blog,6,2025-05-12 23:18:08,0,0,0,1,0.48
S2649,V4318,U1466,returning,7e503fde,1dc0d8da,desktop,paid,Saint Helena,product,10,2025-04-03 20:14:49,0,0,0,1,0.48
S2650,V4319,U1466,returning,d4cd014a,07d96170,mobile,referral,Madagascar,blog,8,2025-05-08 20:23:20,0,1,1,1,1.01
S2651,V4320,U1466,returning,30346b00,f863c0ea,desktop,referral,Liechtenstein,home,5,2025-05-01 15:36:36,1,1,0,1,2.73
S2651,V4321,U1466,returning,5312175d,e51be5a3,tablet,organic,Portugal,home,19,2025-04-05 17:55:22,1,1,0,1,2.73
S2651,V4322,U1466,returning,c1d8bb13,802356ff,desktop,referral,Qatar,landing,7,2025-03-06 14:27:41,1,1,0,1,2.73
S2652,V4323,U1466,returning,4912fabf,f377e637,desktop,email,Pakistan,blog,17,2025-04-07 09:53:28,0,1,0,1,0.36
S2652,V4324,U1466,returning,2631b6f7,ba062e15,tablet,organic,Vanuatu,home,14,2025-04-11 04:05:08,0,1,0,1,0.36
S2653,V4325,U1467,returning,36f3481a,00f97e06,tablet,social,Saint Pierre and Miquelon,landing,1,2025-03-24 23:03:59,0,0,1,1,1.34
S2653,V4326,U1467,returning,848f74d8,bcd0ac2e,tablet,social,Ecuador,category,14,2025-04-16 09:10:52,0,0,1,1,1.34
S2653,V4327,U1467,returning,6d4796c6,5c1de14f,tablet,email,Antigua and Barbuda,landing,3,2025-05-29 11:10:38,0,0,1,1,1.34
S2654,V4328,U1467,returning,99707172,0af3c030,mobile,paid,Suriname,home,15,2025-04-05 02:09:22,0,0,1,0,0.47
S2655,V4329,U1468,returning,6a8776d6,e237e229,tablet,social,Niue,landing,10,2025-05-08 14:24:06,0,0,0,0,0.0
S2655,V4330,U1468,returning,fb9d67ce,61f28748,desktop,paid,Philippines,landing,4,2025-03-03 17:50:29,0,0,0,0,0.0
S2655,V4331,U1468,returning,21d7f8fe,9450e312,tablet,organic,Qatar,home,19,2025-05-04 15:08:11,0,0,0,0,0.0
S2656,V4332,U1468,returning,506ff3aa,a6409186,mobile,social,Oman,landing,1,2025-03-15 08:35:43,0,0,1,0,1.96
S2657,V4333,U1468,returning,0a207c15,935efdaa,tablet,organic,Eritrea,product,9,2025-04-28 18:46:02,1,0,0,0,1.68
S2658,V4334,U1468,returning,dd67a2cc,4e7aaece,tablet,organic,Korea,blog,5,2025-05-06 02:59:59,0,1,1,1,1.55
S2659,V4335,U1469,returning,23849555,31fef269,mobile,referral,Cameroon,product,9,2025-03-25 16:32:02,0,0,0,0,0.0
S2660,V4336,U1469,returning,30b180d0,46ffd7f0,tablet,email,Egypt,home,14,2025-04-28 11:06:34,1,0,1,1,2.69
S2660,V4337,U1469,returning,f029d3ae,378772bb,tablet,social,Morocco,category,15,2025-05-04 07:58:50,1,0,1,1,2.69
S2661,V4338,U1469,returning,df3ef7c2,db79160e,desktop,paid,Tajikistan,category,11,2025-03-16 16:09:11,1,0,0,0,2.14
S2661,V4339,U1469,new,467ff321,b3a7dc30,tablet,social,American Samoa,home,1,2025-03-12 08:00:07,1,0,0,0,2.14
S2662,V4340,U1470,returning,62792999,cd823425,mobile,paid,Sierra Leone,product,6,2025-03-09 23:05:17,0,1,0,1,0.5
S2662,V4341,U1470,returning,1facec8d,1b07fe1d,tablet,social,Norway,home,8,2025-05-09 02:10:12,0,1,0,1,0.5
S2662,V4342,U1470,returning,ab16defb,40bcfe37,mobile,paid,United States Virgin Islands,product,20,2025-04-07 07:35:42,0,1,0,1,0.5
S2663,V4343,U1470,returning,766ca1b5,b302efae,tablet,referral,Indonesia,blog,6,2025-05-08 13:15:42,0,0,0,0,0.0
S2663,V4344,U1470,returning,f61a2b17,bfabc152,mobile,paid,Myanmar,landing,9,2025-05-27 11:28:19,0,0,0,0,0.0
S2664,V4345,U1470,returning,2986a195,6644ac64,tablet,paid,Belgium,category,1,2025-04-20 08:16:43,1,0,1,0,3.0
S2665,V4346,U1470,returning,170c6edd,dd27a744,tablet,email,United States of America,landing,17,2025-03-19 07:59:24,0,1,0,0,0.91
S2666,V4347,U1470,returning,e8dc0ccd,e8e2eb40,mobile,referral,Turkey,blog,8,2025-04-11 01:31:58,1,0,0,0,2.27
S2667,V4348,U1471,returning,241be63a,6fc9e7bb,desktop,email,Chad,blog,19,2025-05-20 13:27:23,1,0,1,1,1.52
S2667,V4349,U1471,returning,bcdd34af,0fce4414,mobile,organic,Japan,product,10,2025-03-25 13:13:57,1,0,1,1,1.52
S2668,V4350,U1471,returning,45801f3a,54335fe6,mobile,email,Puerto Rico,landing,18,2025-03-30 08:13:21,0,0,0,0,0.0
S2669,V4351,U1471,returning,2855eac2,2344bcc2,desktop,email,Macao,home,7,2025-04-21 18:26:56,0,1,0,1,0.31
S2669,V4352,U1471,returning,52262c36,65aa9504,tablet,organic,Palestinian Territory,product,8,2025-05-26 02:02:46,0,1,0,1,0.31
S2669,V4353,U1471,returning,b6ae4fc2,b28d6231,tablet,referral,Hong Kong,category,11,2025-04-26 21:39:53,0,1,0,1,0.31
S2670,V4354,U1472,returning,459b0ff7,bf5dff18,mobile,organic,Gambia,landing,7,2025-05-11 06:11:19,0,1,0,0,0.42
S2670,V4355,U1472,returning,8ef9ec87,aa7d8bef,desktop,organic,Isle of Man,category,1,2025-05-13 01:21:50,0,1,0,0,0.42
S2671,V4356,U1472,returning,1ab9aff2,9e0ee557,desktop,social,Turkey,product,10,2025-05-29 17:49:23,1,0,1,0,4.47
S2671,V4357,U1472,returning,259ddc08,48550a20,mobile,referral,Saint Lucia,home,3,2025-05-24 09:53:26,1,0,1,0,4.47
S2672,V4358,U1472,returning,88bebc3b,4b0de6ce,desktop,referral,Benin,home,18,2025-03-11 14:37:37,0,0,0,1,0.1
S2672,V4359,U1472,new,6d4b04e2,fd91fb64,mobile,referral,Norfolk Island,home,2,2025-04-25 14:16:55,0,0,0,1,0.1
S2673,V4360,U1472,returning,08dc7007,601e6eff,desktop,paid,Singapore,blog,2,2025-05-17 10:23:19,0,1,0,0,0.92
S2673,V4361,U1472,returning,0cf2e019,2eb34df2,mobile,organic,Guatemala,blog,14,2025-05-19 01:17:19,0,1,0,0,0.92
S2674,V4362,U1473,returning,39a6005c,b796be64,mobile,email,Cambodia,landing,1,2025-03-27 02:51:54,1,0,0,1,1.73
S2674,V4363,U1473,returning,b47be97f,9e3e7065,desktop,organic,San Marino,landing,1,2025-03-21 08:13:47,1,0,0,1,1.73
S2675,V4364,U1473,returning,2a950fa7,04536c92,mobile,referral,Venezuela,blog,11,2025-05-12 15:38:33,0,0,0,0,0.0
S2675,V4365,U1473,returning,454e5d52,b8130e34,mobile,paid,Indonesia,product,4,2025-05-07 20:48:32,0,0,0,0,0.0
S2675,V4366,U1473,returning,fcb88acb,920d41ef,tablet,organic,Gambia,category,2,2025-03-01 14:57:37,0,0,0,0,0.0
S2676,V4367,U1473,returning,6b2f2c9c,0059b480,desktop,email,Chile,landing,9,2025-05-19 06:19:30,0,1,0,1,1.33
S2677,V4368,U1473,returning,dcb21695,ac735f51,desktop,referral,Liechtenstein,home,15,2025-03-01 03:40:42,1,0,1,0,4.18
S2678,V4369,U1473,returning,02638e32,6b83f618,tablet,social,Bhutan,product,20,2025-03-07 18:44:32,0,1,0,1,1.08
S2679,V4370,U1474,returning,254d2027,46a7b44d,tablet,email,Singapore,blog,15,2025-05-07 14:32:07,0,0,0,0,0.0
S2679,V4371,U1474,new,4d13bc3f,68053b39,mobile,social,Israel,landing,20,2025-04-20 23:15:00,0,0,0,0,0.0
S2680,V4372,U1474,returning,eac1598d,7cc7b373,tablet,social,Israel,home,16,2025-05-03 13:08:41,0,0,1,1,0.52
S2681,V4373,U1474,returning,621134d0,c697b8c7,tablet,referral,France,product,13,2025-05-11 04:06:43,0,0,1,1,0.99
S2682,V4374,U1475,returning,57d0bd78,b4c6e3dc,tablet,referral,Jersey,blog,9,2025-03-17 13:36:23,0,1,1,1,1.82
S2682,V4375,U1475,returning,ae071adf,25835595,desktop,referral,Christmas Island,category,1,2025-04-06 09:00:03,0,1,1,1,1.82
S2682,V4376,U1475,returning,e1e2d843,effefdf1,tablet,paid,Colombia,home,12,2025-05-08 08:32:55,0,1,1,1,1.82
S2683,V4377,U1475,returning,3f6c9228,ca83b9fd,tablet,social,Burkina Faso,landing,16,2025-03-20 05:25:16,1,0,1,1,3.21
S2684,V4378,U1475,returning,a7a27fb0,1c166020,tablet,paid,Libyan Arab Jamahiriya,landing,4,2025-03-18 16:03:15,0,0,1,0,1.7
S2684,V4379,U1475,returning,559f3ba2,435b0a35,mobile,organic,Macao,landing,5,2025-03-11 16:52:25,0,0,1,0,1.7
S2685,V4380,U1475,returning,1e048a2f,7b583042,tablet,organic,Korea,product,20,2025-04-25 01:25:13,0,1,0,1,1.37
S2686,V4381,U1476,returning,572eff18,6f352c4b,desktop,paid,Suriname,home,2,2025-03-21 15:19:54,0,0,0,0,0.0
S2687,V4382,U1476,returning,a90cebf5,057b6ecd,desktop,referral,Colombia,blog,16,2025-03-20 12:13:34,0,0,0,1,0.18
S2687,V4383,U1476,returning,a4c94415,297d5608,mobile,social,Bahamas,landing,11,2025-05-12 19:25:49,0,0,0,1,0.18
S2687,V4384,U1476,returning,1bc09036,72981185,tablet,social,Cocos (Keeling) Islands,home,17,2025-05-18 13:31:22,0,0,0,1,0.18
S2688,V4385,U1476,returning,bf3ea39d,2866f8ba,mobile,organic,Senegal,category,6,2025-03-19 15:07:26,1,0,1,0,3.46
S2689,V4386,U1476,returning,2ee22a64,af095a23,desktop,paid,Eritrea,home,15,2025-05-27 14:26:56,0,0,0,0,0.0
S2690,V4387,U1477,returning,8482926e,5f3bc47c,tablet,paid,Tunisia,product,1,2025-04-09 16:33:19,0,1,0,1,1.08
S2690,V4388,U1477,returning,8cf86652,d9a89342,mobile,referral,Kazakhstan,category,6,2025-04-30 20:38:13,0,1,0,1,1.08
S2691,V4389,U1477,returning,497be291,6971dbd4,tablet,email,United States Minor Outlying Islands,product,13,2025-04-30 15:00:26,1,0,1,0,3.77
S2692,V4390,U1477,returning,675c32ad,6ebd9ee0,mobile,paid,Botswana,product,2,2025-05-24 07:25:48,1,1,0,1,2.88
S2692,V4391,U1477,returning,d48de41e,2aacffc7,desktop,email,Norfolk Island,home,2,2025-03-17 03:06:07,1,1,0,1,2.88
S2692,V4392,U1477,returning,e4820ea0,366dbbbf,desktop,paid,Belgium,category,6,2025-03-29 11:01:55,1,1,0,1,2.88
S2693,V4393,U1477,new,03094aa5,366fee22,tablet,social,Belize,product,10,2025-04-06 16:10:16,0,0,1,0,1.97
S2693,V4394,U1477,new,1cc88426,cd4e03cb,tablet,email,British Virgin Islands,product,11,2025-03-27 20:54:09,0,0,1,0,1.97
S2693,V4395,U1477,returning,7867ae4f,969d4411,tablet,email,Bahrain,landing,14,2025-04-03 05:16:18,0,0,1,0,1.97
S2694,V4396,U1477,returning,c237b883,46c1e080,tablet,email,Antarctica (the territory South of 60 deg S),blog,6,2025-04-26 20:39:18,0,0,1,1,1.53
S2695,V4397,U1478,new,53d78e20,8b6082d9,tablet,organic,Dominica,category,20,2025-04-16 09:34:51,0,0,1,1,0.92
S2695,V4398,U1478,returning,3fed15e0,db5decfe,mobile,referral,Libyan Arab Jamahiriya,landing,5,2025-05-05 07:44:53,0,0,1,1,0.92
S2695,V4399,U1478,returning,a1a314cb,582d6c7a,tablet,social,Senegal,home,17,2025-03-10 18:54:08,0,0,1,1,0.92
S2696,V4400,U1478,returning,3055b6f5,a2528d41,mobile,email,Algeria,product,6,2025-03-06 22:16:18,1,0,0,1,1.8
S2696,V4401,U1478,returning,df7a039f,6fb62940,tablet,email,Ethiopia,landing,13,2025-05-12 23:49:04,1,0,0,1,1.8
S2697,V4402,U1478,new,ba0986ce,0b76b5fc,mobile,referral,Zimbabwe,category,2,2025-03-01 16:50:21,0,0,0,0,0.0
S2697,V4403,U1478,returning,a871e6c7,185dcc2d,tablet,referral,Papua New Guinea,landing,9,2025-04-26 13:11:46,0,0,0,0,0.0
S2697,V4404,U1478,returning,7c25838a,2e510f46,desktop,organic,Somalia,home,3,2025-03-05 01:32:21,0,0,0,0,0.0
S2698,V4405,U1479,returning,9d4cbec9,84e95999,mobile,social,Bhutan,category,6,2025-03-21 11:49:29,0,1,1,1,1.87
S2699,V4406,U1479,returning,d5560a4b,491c60b2,tablet,organic,Maldives,home,11,2025-05-16 20:59:46,1,1,1,0,2.95
S2699,V4407,U1479,returning,17c6d858,764cdbd6,desktop,social,Albania,product,19,2025-04-06 11:21:53,1,1,1,0,2.95
S2700,V4408,U1479,returning,dbfc8269,a556c630,mobile,social,Netherlands Antilles,landing,19,2025-04-20 11:51:37,0,0,0,1,0.25
S2701,V4409,U1479,returning,5d6ead8a,6551ca9a,desktop,referral,Senegal,landing,4,2025-03-26 19:26:32,0,1,1,1,1.81
S2702,V4410,U1480,returning,1c02bfd4,c2894141,desktop,email,Venezuela,home,8,2025-04-17 04:17:24,1,1,0,0,1.83
S2702,V4411,U1480,returning,1ed52e29,2af5125a,mobile,referral,Lebanon,landing,5,2025-05-13 11:43:55,1,1,0,0,1.83
S2702,V4412,U1480,returning,7b68b335,e1446490,tablet,email,Guadeloupe,product,4,2025-04-28 16:17:16,1,1,0,0,1.83
S2703,V4413,U1480,returning,53a0ea00,2dab98c0,tablet,paid,Japan,blog,15,2025-04-02 16:13:07,0,0,1,1,0.89
S2704,V4414,U1480,returning,e47980c6,d7d66ac5,desktop,email,Heard Island and McDonald Islands,product,2,2025-05-06 04:50:56,0,1,0,0,0.65
S2704,V4415,U1480,returning,19b61de0,f0878bf7,mobile,organic,Tuvalu,product,3,2025-04-03 07:25:42,0,1,0,0,0.65
S2705,V4416,U1480,returning,d7868376,4a84a491,tablet,email,Germany,home,18,2025-05-19 07:23:30,0,1,1,1,1.83
S2705,V4417,U1480,returning,21079bc9,dda932b6,mobile,organic,Dominican Republic,home,5,2025-04-05 01:40:54,0,1,1,1,1.83
S2705,V4418,U1480,returning,9f5fe748,452d59eb,mobile,referral,Papua New Guinea,category,7,2025-04-08 16:30:19,0,1,1,1,1.83
S2706,V4419,U1480,returning,3b77d12e,d64756e6,desktop,email,Honduras,product,1,2025-04-29 07:17:17,0,0,0,1,0.39
S2706,V4420,U1480,returning,3784f3dd,ac9993e1,desktop,organic,Azerbaijan,category,19,2025-04-04 13:36:29,0,0,0,1,0.39
S2706,V4421,U1480,new,5a777f14,9c3fac22,mobile,paid,Tunisia,product,9,2025-04-02 01:33:01,0,0,0,1,0.39
S2707,V4422,U1481,returning,acb73b7b,78241457,tablet,social,Sri Lanka,product,6,2025-03-10 17:25:48,0,0,0,1,0.07
S2707,V4423,U1481,returning,d918e48a,e54ad70a,mobile,referral,Afghanistan,blog,6,2025-04-14 08:41:56,0,0,0,1,0.07
S2708,V4424,U1481,returning,9af307d9,15596d96,mobile,referral,Trinidad and Tobago,home,20,2025-05-07 19:10:34,0,0,1,1,0.93
S2709,V4425,U1481,returning,46c8e1a5,d3c868d7,tablet,social,Iran,blog,3,2025-05-10 09:53:07,0,0,1,1,1.01
S2709,V4426,U1481,returning,1f87bebe,5815bd92,desktop,referral,Syrian Arab Republic,home,16,2025-05-26 05:07:16,0,0,1,1,1.01
S2709,V4427,U1481,returning,6e716543,039457f2,tablet,paid,Uzbekistan,category,14,2025-03-14 11:34:27,0,0,1,1,1.01
S2710,V4428,U1481,returning,738c3be8,a66747b2,desktop,referral,Anguilla,product,17,2025-04-28 10:33:00,0,1,1,1,1.7
S2710,V4429,U1481,new,5f1ba992,c59a3af9,mobile,email,British Virgin Islands,product,17,2025-05-24 08:55:44,0,1,1,1,1.7
S2711,V4430,U1481,new,a6684229,0df6c931,mobile,organic,Malta,product,13,2025-03-28 03:12:23,0,0,1,0,0.88
S2711,V4431,U1481,returning,f82f6fe7,3c0513e7,mobile,email,Zambia,landing,6,2025-05-07 21:24:16,0,0,1,0,0.88
S2712,V4432,U1482,returning,4a5903f0,a3ecd740,desktop,email,Sao Tome and Principe,blog,13,2025-05-19 03:12:29,0,1,0,0,0.85
S2712,V4433,U1482,returning,3f0728e3,30184524,tablet,email,Egypt,home,17,2025-04-05 18:30:13,0,1,0,0,0.85
S2712,V4434,U1482,returning,6782bc13,1b3aa0b7,desktop,organic,Korea,home,9,2025-04-30 00:51:49,0,1,0,0,0.85
S2713,V4435,U1482,returning,91bdaa60,dfcf7aae,desktop,organic,Poland,product,18,2025-05-03 23:17:33,0,1,0,1,0.98
S2713,V4436,U1482,returning,b5312be6,d9743649,tablet,paid,Trinidad and Tobago,category,15,2025-04-16 03:17:41,0,1,0,1,0.98
S2714,V4437,U1483,returning,df091f4b,eeea7c23,mobile,paid,Malawi,home,6,2025-04-10 02:39:17,1,0,0,0,0.96
S2714,V4438,U1483,returning,45411e07,3b2807d9,tablet,organic,Panama,home,8,2025-03-19 05:55:12,1,0,0,0,0.96
S2714,V4439,U1483,returning,beb49c41,784cf526,tablet,organic,Afghanistan,blog,9,2025-05-01 22:49:06,1,0,0,0,0.96
S2715,V4440,U1483,returning,c5042fa0,df2d135a,mobile,email,Western Sahara,blog,18,2025-05-18 21:32:22,0,1,0,0,0.53
S2716,V4441,U1483,returning,5a945b25,17979936,mobile,organic,Gibraltar,product,15,2025-03-02 14:45:05,0,1,0,0,0.43
S2717,V4442,U1483,returning,a0d14225,1daa55ec,desktop,social,Norfolk Island,category,10,2025-04-04 23:20:23,0,0,0,0,0.0
S2717,V4443,U1483,returning,8fa70766,52ad96be,tablet,paid,Tunisia,category,13,2025-03-05 10:36:54,0,0,0,0,0.0
S2717,V4444,U1483,returning,00b0dbbe,5904bf74,mobile,email,Sri Lanka,landing,4,2025-05-11 10:34:07,0,0,0,0,0.0
S2718,V4445,U1484,returning,79f28ad8,c0d63ba8,tablet,organic,Greece,landing,9,2025-05-05 19:41:24,0,0,1,1,1.45
S2718,V4446,U1484,returning,a76021bf,0f3ca766,tablet,organic,Kenya,landing,12,2025-03-23 16:13:51,0,0,1,1,1.45
S2718,V4447,U1484,returning,3d5ebcef,9b47c13c,desktop,paid,Netherlands,home,1,2025-04-17 01:03:03,0,0,1,1,1.45
S2719,V4448,U1484,returning,f483568d,b98aab25,tablet,referral,Iran,product,15,2025-05-11 18:28:17,0,0,1,0,0.89
S2719,V4449,U1484,returning,b862bf3a,17b7917e,mobile,referral,New Caledonia,landing,7,2025-05-17 02:03:42,0,0,1,0,0.89
S2719,V4450,U1484,new,9629bd61,3fd634ee,tablet,email,Belgium,product,11,2025-04-03 19:40:37,0,0,1,0,0.89
S2720,V4451,U1484,new,b9f26f90,4453efc0,mobile,social,Japan,landing,9,2025-05-30 10:30:49,0,0,1,1,1.58
S2720,V4452,U1484,returning,72253538,6e00ccd8,tablet,referral,Western Sahara,product,5,2025-05-30 09:01:29,0,0,1,1,1.58
S2720,V4453,U1484,returning,159dc1ef,4031a8de,tablet,organic,Lebanon,landing,3,2025-05-03 22:02:27,0,0,1,1,1.58
S2721,V4454,U1484,returning,24885a2c,1e1663e6,desktop,social,Togo,product,15,2025-05-07 21:57:09,0,1,1,1,2.24
S2722,V4455,U1485,returning,36595a63,87749eed,tablet,organic,United Kingdom,blog,11,2025-03-10 18:04:43,0,0,1,0,1.41
S2722,V4456,U1485,returning,cb2bd45a,ed0ea1f0,desktop,organic,Saint Martin,product,2,2025-04-07 08:47:07,0,0,1,0,1.41
S2722,V4457,U1485,returning,767ef229,93c7ca26,desktop,email,French Polynesia,landing,2,2025-04-28 22:49:03,0,0,1,0,1.41
S2723,V4458,U1485,returning,3670225c,0c8feb9e,mobile,referral,Congo,blog,20,2025-05-09 02:56:42,0,0,0,1,0.29
S2723,V4459,U1485,returning,090bdc59,78ad2cfc,mobile,social,Cambodia,product,19,2025-05-24 10:55:03,0,0,0,1,0.29
S2723,V4460,U1485,returning,2e4a4948,4437adde,desktop,social,Maldives,landing,12,2025-05-25 01:46:23,0,0,0,1,0.29
S2724,V4461,U1486,returning,38c138e3,b254440d,desktop,referral,Montenegro,category,8,2025-05-16 04:51:39,0,0,1,1,1.21
S2724,V4462,U1486,returning,4522c53a,c2da5b02,tablet,paid,Togo,blog,11,2025-05-09 13:57:07,0,0,1,1,1.21
S2725,V4463,U1486,new,f2124532,1fa6fb05,mobile,paid,Macedonia,product,2,2025-03-04 01:58:22,0,0,0,1,0.49
S2726,V4464,U1486,returning,8a042b85,9778a1ca,tablet,organic,Brunei Darussalam,landing,7,2025-04-18 08:14:58,0,0,0,1,0.15
S2727,V4465,U1486,returning,d588341b,86e2e8f8,mobile,social,South Africa,category,20,2025-03-09 10:56:02,1,1,0,0,1.06
S2727,V4466,U1486,new,935c6452,6f40aeb3,desktop,email,Gabon,blog,6,2025-05-20 19:31:32,1,1,0,0,1.06
S2728,V4467,U1487,returning,7e2b574f,083b7b5d,mobile,paid,Peru,landing,8,2025-04-23 06:40:20,0,0,1,0,0.96
S2729,V4468,U1487,returning,a5b5fbe2,4ef991e1,desktop,organic,Tunisia,home,10,2025-04-15 07:43:47,0,0,0,0,0.0
S2729,V4469,U1487,returning,5879e245,dd5d93ab,mobile,paid,Chile,blog,18,2025-05-27 00:47:00,0,0,0,0,0.0
S2729,V4470,U1487,returning,c07fa3e0,848742aa,desktop,paid,Kiribati,landing,2,2025-03-12 05:33:02,0,0,0,0,0.0
S2730,V4471,U1487,returning,fdeaa100,f086b3ff,desktop,email,Liberia,category,6,2025-05-04 08:04:04,0,1,1,1,1.09
S2730,V4472,U1487,returning,4ca32b0a,57c504e5,mobile,referral,Mauritania,blog,6,2025-03-24 09:20:29,0,1,1,1,1.09
S2731,V4473,U1487,returning,588b03b5,895a0116,tablet,organic,Ecuador,landing,13,2025-03-21 13:09:31,1,0,1,1,2.39
S2732,V4474,U1488,returning,37085bc9,532f8879,desktop,referral,Chile,product,8,2025-05-13 03:12:20,0,0,0,0,0.0
S2732,V4475,U1488,returning,43306e2e,21ac94a6,tablet,email,Western Sahara,category,4,2025-05-04 01:19:03,0,0,0,0,0.0
S2732,V4476,U1488,returning,7ef31b39,1b07ec72,mobile,email,Reunion,landing,3,2025-03-09 16:23:28,0,0,0,0,0.0
S2733,V4477,U1488,returning,52ece64c,58f5e213,tablet,paid,Botswana,blog,11,2025-04-12 05:22:30,0,1,1,1,0.95
S2733,V4478,U1488,new,1e3d9882,5a05f52f,mobile,paid,Saint Barthelemy,category,20,2025-03-03 20:05:30,0,1,1,1,0.95
S2734,V4479,U1489,returning,63690dff,fadff6e8,mobile,paid,Central African Republic,blog,6,2025-05-30 04:44:05,0,0,0,0,0.0
S2734,V4480,U1489,returning,98f6f1f3,11153f60,mobile,paid,Vanuatu,blog,7,2025-04-01 16:48:07,0,0,0,0,0.0
S2734,V4481,U1489,returning,22c30f3a,b2bda348,desktop,paid,United Kingdom,home,18,2025-04-07 05:35:45,0,0,0,0,0.0
S2735,V4482,U1489,returning,98415104,0ec489d6,tablet,organic,Seychelles,category,9,2025-03-28 05:16:52,0,0,1,1,1.03
S2735,V4483,U1489,returning,8902a01a,9f38f5e0,desktop,social,Cyprus,blog,1,2025-05-09 19:47:57,0,0,1,1,1.03
