transaction_id,order_id,product_id,quantity,total_product_price,Unit_price,discount_code_used,discount_value,shipping_cost,total_payable,return_stat,return_date,Order_date,Total_order_amount
TX1525,ORD1525,P1409,3,188.25,62.75,Yes,46.1,4.33,146.48,Not Returned,,29-04-2025,146.48
TX1525,ORD1525,P1184,2,92.06,46.03,No,0,17.25,109.31,Not Returned,,29-04-2025,109.31
TX1525,ORD1525,P1136,1,50.46,50.46,Yes,6.16,6.26,50.56,Not Returned,,29-04-2025,50.56
TX1526,ORD1526,P1450,1,73.65,73.65,No,0,0.94,74.59,Not Returned,,09-04-2025,74.59
TX1526,ORD1526,P1833,3,22.53,7.51,Yes,5.58,12.72,29.67,Not Returned,,09-04-2025,29.67
TX1527,ORD1527,P1859,3,123.42,41.14,No,0,20.36,143.78,Returned,01-05-2025 04:18,24-04-2025,20.36
TX1527,ORD1527,P1399,3,195.51,65.17,Yes,53.48,4.98,147.01,Not Returned,,24-04-2025,147.01
TX1527,ORD1527,P1172,1,92.1,92.1,Yes,11.3,22.55,103.35,Not Returned,,24-04-2025,103.35
TX1528,ORD1528,P1792,2,129.7,64.85,Yes,37.37,24.57,116.9,Returned,23-04-2025 20:16,14-04-2025,24.57
TX1528,ORD1528,P1547,1,30.56,30.56,Yes,9.01,4.72,26.27,Not Returned,,14-04-2025,26.27
TX1529,ORD1529,P1075,3,129.6,43.2,Yes,15.49,12.56,126.67,Not Returned,,06-05-2025,126.67
TX1529,ORD1529,P1170,3,135.75,45.25,No,0,19.56,155.31,Not Returned,,06-05-2025,155.31
TX1529,ORD1529,P1564,2,234.12,117.06,No,0,8.7,242.82,Not Returned,,06-05-2025,242.82
TX1530,ORD1530,P1061,2,69.04,34.52,No,0,6.08,75.12,Not Returned,,28-03-2025,75.12
TX1530,ORD1530,P1881,2,815.58,407.79,No,0,18.47,834.05,Not Returned,,28-03-2025,834.05
TX1530,ORD1530,P1977,3,184.14,61.38,Yes,40.94,24.74,167.94,Not Returned,,28-03-2025,167.94
TX1531,ORD1531,P1536,1,82.51,82.51,Yes,18.23,17.36,81.64,Returned,16-05-2025 08:46,13-05-2025,17.36
TX1531,ORD1531,P1781,1,51.65,51.65,No,0,10.29,61.94,Returned,14-05-2025 08:46,13-05-2025,10.29
TX1531,ORD1531,P1097,3,307.35,102.45,No,0,15.03,322.38,Not Returned,,13-05-2025,322.38
TX1532,ORD1532,P1394,2,970.34,485.17,Yes,263.35,20.05,727.04,Returned,27-05-2025 03:36,24-05-2025,20.05
TX1532,ORD1532,P1353,1,57.31,57.31,No,0,6.88,64.19,Not Returned,,24-05-2025,64.19
TX1532,ORD1532,P1157,1,63.41,63.41,No,0,3.73,67.14,Not Returned,,24-05-2025,67.14
TX1533,ORD1533,P1583,3,361.32,120.44,No,0,23.93,385.25,Not Returned,,01-04-2025,385.25
TX1533,ORD1533,P1357,2,41.04,20.52,No,0,21.61,62.65,Not Returned,,01-04-2025,62.65
TX1534,ORD1534,P1530,3,234.36,78.12,Yes,65.03,2.12,171.45,Returned,29-04-2025 18:37,19-04-2025,2.12
TX1535,ORD1535,P1884,2,175.74,87.87,No,0,14.81,190.55,Not Returned,,09-04-2025,190.55
TX1535,ORD1535,P1951,1,31.78,31.78,No,0,3.09,34.87,Returned,14-04-2025 14:14,09-04-2025,3.09
TX1536,ORD1536,P1092,3,92.28,30.76,No,0,1.32,93.6,Not Returned,,23-04-2025,93.6
TX1537,ORD1537,P1429,3,92.22,30.74,Yes,25.51,10.32,77.03,Not Returned,,29-03-2025,77.03
TX1537,ORD1537,P1829,3,77.76,25.92,No,0,20.3,98.06,Not Returned,,29-03-2025,98.06
TX1537,ORD1537,P1586,1,196.07,196.07,Yes,21.61,20.93,195.39,Not Returned,,29-03-2025,195.39
TX1538,ORD1538,P1655,1,55.4,55.4,Yes,10.48,22.19,67.11,Not Returned,,20-03-2025,67.11
TX1538,ORD1538,P1663,3,71.31,23.77,No,0,19.99,91.3,Not Returned,,20-03-2025,91.3
TX1539,ORD1539,P1170,3,135.75,45.25,Yes,13.65,7.52,129.62,Not Returned,,23-05-2025,129.62
TX1540,ORD1540,P1194,1,366.75,366.75,No,0,1.93,368.68,Not Returned,,09-04-2025,368.68
TX1540,ORD1540,P1379,2,10.2,5.1,No,0,21.71,31.91,Not Returned,,09-04-2025,31.91
TX1540,ORD1540,P1990,1,371.66,371.66,Yes,110.35,1.91,263.22,Returned,10-04-2025 02:33,09-04-2025,1.91
TX1541,ORD1541,P1819,2,912.8,456.4,Yes,119.72,18.11,811.19,Not Returned,,15-03-2025,811.19
TX1541,ORD1541,P1837,2,7.58,3.79,No,0,11.11,18.69,Not Returned,,15-03-2025,18.69
TX1542,ORD1542,P1086,1,88.85,88.85,No,0,5.03,93.88,Not Returned,,15-04-2025,93.88
TX1542,ORD1542,P1826,3,210.45,70.15,No,0,24.16,234.61,Not Returned,,15-04-2025,234.61
TX1543,ORD1543,P1702,1,15.38,15.38,No,0,2.47,17.85,Not Returned,,15-03-2025,17.85
TX1543,ORD1543,P1046,1,18.92,18.92,No,0,1.12,20.04,Not Returned,,15-03-2025,20.04
TX1544,ORD1544,P1143,2,159.4,79.7,No,0,3.61,163.01,Returned,14-03-2025 03:12,06-03-2025,3.61
TX1544,ORD1544,P1261,1,300.17,300.17,Yes,78.03,18.96,241.1,Not Returned,,06-03-2025,241.1
TX1545,ORD1545,P1288,3,990.09,330.03,No,0,22.8,1012.89,Returned,05-05-2025 12:02,26-04-2025,22.8
TX1546,ORD1546,P1035,2,125.88,62.94,No,0,0.18,126.06,Not Returned,,04-05-2025,126.06
TX1546,ORD1546,P1604,2,55.34,27.67,Yes,10.49,18,62.85,Not Returned,,04-05-2025,62.85
TX1547,ORD1547,P1314,3,360.33,120.11,Yes,81.62,7.75,286.46,Not Returned,,11-03-2025,286.46
TX1547,ORD1547,P1713,1,3.92,3.92,Yes,0.52,3.58,6.98,Not Returned,,11-03-2025,6.98
TX1548,ORD1548,P1626,1,11.95,11.95,Yes,2.54,0.49,9.9,Not Returned,,26-03-2025,9.9
TX1548,ORD1548,P1079,2,347.6,173.8,No,0,15.51,363.11,Returned,28-03-2025 13:40,26-03-2025,15.51
TX1548,ORD1548,P1561,2,4.06,2.03,No,0,18,22.06,Returned,28-03-2025 13:40,26-03-2025,18
TX1549,ORD1549,P1348,2,253.18,126.59,No,0,24.43,277.61,Returned,23-04-2025 03:44,15-04-2025,24.43
TX1549,ORD1549,P1269,3,74.61,24.87,Yes,18.13,6.43,62.91,Not Returned,,15-04-2025,62.91
TX1550,ORD1550,P1766,1,19.92,19.92,Yes,5.66,17.98,32.24,Not Returned,,17-03-2025,32.24
TX1551,ORD1551,P1488,1,98.88,98.88,Yes,27.6,11.83,83.11,Not Returned,,31-03-2025,83.11
TX1551,ORD1551,P1014,2,128.6,64.3,No,0,18.54,147.14,Not Returned,,31-03-2025,147.14
TX1551,ORD1551,P1548,3,45.99,15.33,Yes,6.49,24.08,63.58,Not Returned,,31-03-2025,63.58
TX1552,ORD1552,P1082,2,70.36,35.18,No,0,16.57,86.93,Not Returned,,29-05-2025,86.93
TX1552,ORD1552,P1084,1,27.74,27.74,Yes,2.94,7.99,32.79,Not Returned,,29-05-2025,32.79
TX1553,ORD1553,P1595,2,956.86,478.43,Yes,194.1,20.06,782.82,Not Returned,,16-03-2025,782.82
TX1553,ORD1553,P1967,2,351.16,175.58,Yes,67.39,8.32,292.09,Not Returned,,16-03-2025,292.09
TX1554,ORD1554,P1688,3,86.31,28.77,No,0,11.84,98.15,Not Returned,,19-05-2025,98.15
TX1555,ORD1555,P1631,1,82.63,82.63,No,0,4.85,87.48,Not Returned,,29-03-2025,87.48
TX1555,ORD1555,P1911,1,31.4,31.4,No,0,15.1,46.5,Not Returned,,29-03-2025,46.5
TX1556,ORD1556,P1106,1,84.66,84.66,No,0,15.34,100,Not Returned,,11-03-2025,100
TX1557,ORD1557,P1012,1,35.91,35.91,Yes,9.13,7.38,34.16,Not Returned,,19-03-2025,34.16
TX1557,ORD1557,P1461,3,387.63,129.21,No,0,16.27,403.9,Not Returned,,19-03-2025,403.9
TX1558,ORD1558,P1455,2,66.66,33.33,No,0,20.43,87.09,Not Returned,,20-05-2025,87.09
TX1559,ORD1559,P1754,3,563.4,187.8,Yes,105.66,7.15,464.89,Not Returned,,18-04-2025,464.89
TX1560,ORD1560,P1713,2,7.84,3.92,Yes,1.54,1.74,8.04,Not Returned,,22-04-2025,8.04
TX1560,ORD1560,P1080,1,44.91,44.91,No,0,18.83,63.74,Not Returned,,22-04-2025,63.74
TX1560,ORD1560,P1537,3,128.28,42.76,No,0,2.78,131.06,Not Returned,,22-04-2025,131.06
TX1561,ORD1561,P1114,3,447.42,149.14,No,0,13.01,460.43,Not Returned,,09-05-2025,460.43
TX1561,ORD1561,P1036,1,72.41,72.41,Yes,17.13,12.2,67.48,Not Returned,,09-05-2025,67.48
TX1561,ORD1561,P1503,3,570.24,190.08,No,0,14.77,585.01,Returned,19-05-2025 14:10,09-05-2025,14.77
TX1562,ORD1562,P1467,3,389.7,129.9,Yes,86.55,19.36,322.51,Not Returned,,25-05-2025,322.51
TX1562,ORD1562,P1162,2,179.38,89.69,Yes,33.66,10.53,156.25,Not Returned,,25-05-2025,156.25
TX1563,ORD1563,P1827,3,55.32,18.44,No,0,10.57,65.89,Not Returned,,28-04-2025,65.89
TX1563,ORD1563,P1211,1,14.27,14.27,Yes,3.8,7.46,17.93,Returned,01-05-2025 03:33,28-04-2025,7.46
TX1563,ORD1563,P1286,3,58.98,19.66,No,0,22.54,81.52,Returned,01-05-2025 03:33,28-04-2025,22.54
TX1564,ORD1564,P1322,1,162.86,162.86,Yes,45.36,11.85,129.35,Not Returned,,23-05-2025,129.35
TX1565,ORD1565,P1298,1,128.59,128.59,Yes,33.71,15.22,110.1,Not Returned,,17-04-2025,110.1
TX1565,ORD1565,P1527,1,61.78,61.78,Yes,16.88,5.38,50.28,Returned,19-04-2025 18:10,17-04-2025,5.38
TX1566,ORD1566,P1004,2,40.32,20.16,No,0,11.62,51.94,Not Returned,,02-03-2025,51.94
TX1566,ORD1566,P1410,3,98.07,32.69,No,0,11.41,109.48,Not Returned,,02-03-2025,109.48
TX1567,ORD1567,P1653,2,44.54,22.27,Yes,10.63,23.81,57.72,Not Returned,,16-03-2025,57.72
TX1567,ORD1567,P1578,2,102.8,51.4,Yes,16.32,10.94,97.42,Not Returned,,16-03-2025,97.42
TX1568,ORD1568,P1047,1,331.81,331.81,Yes,49.65,5.8,287.96,Not Returned,,07-04-2025,287.96
TX1568,ORD1568,P1025,2,99.3,49.65,No,0,22.01,121.31,Not Returned,,07-04-2025,121.31
TX1568,ORD1568,P1055,3,392.97,130.99,No,0,11.33,404.3,Not Returned,,07-04-2025,404.3
TX1569,ORD1569,P1134,2,46.34,23.17,Yes,4.89,13.05,54.5,Not Returned,,06-03-2025,54.5
TX1570,ORD1570,P1957,3,155.22,51.74,Yes,39.33,16.72,132.61,Not Returned,,11-05-2025,132.61
TX1571,ORD1571,P1986,1,4.53,4.53,Yes,0.66,17.21,21.08,Not Returned,,06-04-2025,21.08
TX1571,ORD1571,P1532,1,451.25,451.25,Yes,97.71,21.55,375.09,Not Returned,,06-04-2025,375.09
TX1571,ORD1571,P1405,1,88.56,88.56,Yes,17.15,17.21,88.62,Returned,14-04-2025 23:30,06-04-2025,17.21
TX1572,ORD1572,P1674,3,359.04,119.68,Yes,40.74,22.37,340.67,Not Returned,,16-05-2025,340.67
TX1572,ORD1572,P1805,3,31.53,10.51,No,0,10.84,42.37,Not Returned,,16-05-2025,42.37
TX1572,ORD1572,P1742,2,220.88,110.44,No,0,18.32,239.2,Not Returned,,16-05-2025,239.2
TX1573,ORD1573,P1149,2,76.52,38.26,Yes,20.92,5.83,61.43,Not Returned,,12-04-2025,61.43
TX1573,ORD1573,P1955,2,176.88,88.44,No,0,9.04,185.92,Not Returned,,12-04-2025,185.92
TX1573,ORD1573,P1015,1,43.08,43.08,No,0,12.17,55.25,Not Returned,,12-04-2025,55.25
TX1574,ORD1574,P1780,2,29.1,14.55,No,0,11.29,40.39,Not Returned,,19-05-2025,40.39
TX1575,ORD1575,P1285,3,34.17,11.39,No,0,11.35,45.52,Not Returned,,20-04-2025,45.52
TX1575,ORD1575,P1827,1,18.44,18.44,Yes,3.07,24.19,39.56,Not Returned,,20-04-2025,39.56
TX1576,ORD1576,P1722,1,64.13,64.13,Yes,9.87,12.03,66.29,Not Returned,,28-03-2025,66.29
TX1577,ORD1577,P1937,2,628.72,314.36,No,0,10,638.72,Not Returned,,11-05-2025,638.72
TX1578,ORD1578,P1632,3,233.67,77.89,No,0,23.37,257.04,Not Returned,,03-03-2025,257.04
TX1578,ORD1578,P1050,3,509.1,169.7,No,0,15.12,524.22,Not Returned,,03-03-2025,524.22
TX1579,ORD1579,P1723,3,200.49,66.83,No,0,8.23,208.72,Not Returned,,22-04-2025,208.72
TX1580,ORD1580,P1332,3,1491.69,497.23,No,0,24.26,1515.95,Not Returned,,04-04-2025,1515.95
TX1581,ORD1581,P1447,1,434.81,434.81,No,0,17.86,452.67,Not Returned,,29-05-2025,452.67
TX1581,ORD1581,P1160,1,4.18,4.18,Yes,1.04,23.6,26.74,Not Returned,,29-05-2025,26.74
TX1581,ORD1581,P1527,1,61.78,61.78,Yes,8.74,10.55,63.59,Returned,30-05-2025 21:49,29-05-2025,10.55
TX1582,ORD1582,P1600,3,147.69,49.23,Yes,41.28,17.27,123.68,Returned,03-06-2025 11:19,26-05-2025,17.27
TX1582,ORD1582,P1470,1,30.86,30.86,Yes,3.31,19.9,47.45,Returned,31-05-2025 11:19,26-05-2025,19.9
TX1582,ORD1582,P1298,3,385.77,128.59,No,0,11.61,397.38,Not Returned,,26-05-2025,397.38
TX1583,ORD1583,P1960,2,122.56,61.28,No,0,9.21,131.77,Not Returned,,22-04-2025,131.77
TX1584,ORD1584,P1467,3,389.7,129.9,Yes,60.39,0.16,329.47,Not Returned,,31-05-2025,329.47
TX1584,ORD1584,P1851,3,92.28,30.76,No,0,22.77,115.05,Not Returned,,31-05-2025,115.05
TX1585,ORD1585,P1877,2,513.12,256.56,No,0,22.84,535.96,Not Returned,,15-05-2025,535.96
TX1586,ORD1586,P1795,3,114.96,38.32,No,0,16.61,131.57,Not Returned,,27-05-2025,131.57
TX1587,ORD1587,P1991,3,424.89,141.63,Yes,105.8,4.7,323.79,Not Returned,,21-05-2025,323.79
TX1587,ORD1587,P1282,2,281.8,140.9,No,0,18.15,299.95,Not Returned,,21-05-2025,299.95
TX1587,ORD1587,P1145,3,97.08,32.36,No,0,15.97,113.05,Not Returned,,21-05-2025,113.05
TX1588,ORD1588,P1999,2,28.92,14.46,No,0,16.76,45.68,Returned,07-04-2025 14:16,04-04-2025,16.76
TX1589,ORD1589,P1046,3,56.76,18.92,No,0,9.85,66.61,Not Returned,,12-04-2025,66.61
TX1589,ORD1589,P1246,2,221.82,110.91,Yes,49.21,18.39,191,Not Returned,,12-04-2025,191
TX1589,ORD1589,P1922,1,36.37,36.37,No,0,10.83,47.2,Not Returned,,12-04-2025,47.2
TX1590,ORD1590,P1525,1,21.66,21.66,Yes,6.28,1.35,16.73,Not Returned,,06-04-2025,16.73
TX1590,ORD1590,P1423,3,153.42,51.14,Yes,25.71,16.61,144.32,Not Returned,,06-04-2025,144.32
TX1591,ORD1591,P1335,1,44.84,44.84,Yes,8.83,9.41,45.42,Not Returned,,19-03-2025,45.42
TX1591,ORD1591,P1982,3,9.27,3.09,Yes,1.52,4.24,11.99,Not Returned,,19-03-2025,11.99
TX1591,ORD1591,P1658,1,479.09,479.09,No,0,21.09,500.18,Not Returned,,19-03-2025,500.18
TX1592,ORD1592,P1259,2,125.42,62.71,No,0,12.54,137.96,Not Returned,,05-03-2025,137.96
TX1592,ORD1592,P1491,3,584.19,194.73,No,0,9.75,593.94,Not Returned,,05-03-2025,593.94
TX1593,ORD1593,P1527,2,123.56,61.78,No,0,14.08,137.64,Not Returned,,13-05-2025,137.64
TX1593,ORD1593,P1874,3,234.03,78.01,Yes,32.51,18.6,220.12,Not Returned,,13-05-2025,220.12
TX1593,ORD1593,P1454,1,468.55,468.55,No,0,3.44,471.99,Not Returned,,13-05-2025,471.99
TX1594,ORD1594,P1661,3,80.25,26.75,Yes,9.26,13.16,84.15,Not Returned,,23-04-2025,84.15
TX1595,ORD1595,P1124,3,24.24,8.08,No,0,2.6,26.84,Not Returned,,17-03-2025,26.84
TX1595,ORD1595,P1594,1,65.81,65.81,No,0,24.64,90.45,Not Returned,,17-03-2025,90.45
TX1596,ORD1596,P1970,2,133.9,66.95,No,0,18.92,152.82,Not Returned,,15-05-2025,152.82
TX1596,ORD1596,P1426,2,287.48,143.74,Yes,41.36,7,253.12,Not Returned,,15-05-2025,253.12
TX1596,ORD1596,P1609,2,51.08,25.54,Yes,6.61,14.09,58.56,Not Returned,,15-05-2025,58.56
TX1597,ORD1597,P1199,3,134.01,44.67,Yes,17.85,6.01,122.17,Not Returned,,06-05-2025,122.17
TX1597,ORD1597,P1419,2,153.28,76.64,No,0,22.25,175.53,Not Returned,,06-05-2025,175.53
TX1597,ORD1597,P1064,3,352.02,117.34,No,0,9.7,361.72,Not Returned,,06-05-2025,361.72
TX1598,ORD1598,P1715,3,113.49,37.83,Yes,17.65,21.74,117.58,Returned,18-04-2025 07:00,12-04-2025,21.74
TX1598,ORD1598,P1056,2,432.98,216.49,No,0,3.85,436.83,Not Returned,,12-04-2025,436.83
TX1599,ORD1599,P1154,1,60.49,60.49,No,0,21.35,81.84,Not Returned,,16-04-2025,81.84
TX1600,ORD1600,P1536,1,82.51,82.51,Yes,23.8,20.63,79.34,Not Returned,,30-04-2025,79.34
TX1601,ORD1601,P1409,1,62.75,62.75,No,0,1.22,63.97,Not Returned,,19-03-2025,63.97
TX1601,ORD1601,P1429,2,61.48,30.74,Yes,8.79,11.42,64.11,Returned,24-03-2025 18:37,19-03-2025,11.42
TX1601,ORD1601,P1190,2,88.28,44.14,No,0,0.06,88.34,Not Returned,,19-03-2025,88.34
TX1602,ORD1602,P1445,3,441.03,147.01,No,0,10.02,451.05,Not Returned,,02-05-2025,451.05
TX1602,ORD1602,P1634,1,109.68,109.68,Yes,28.05,16.34,97.97,Not Returned,,02-05-2025,97.97
TX1603,ORD1603,P1056,1,216.49,216.49,Yes,39.38,17.32,194.43,Not Returned,,25-03-2025,194.43
TX1604,ORD1604,P1165,2,33.62,16.81,Yes,4.39,13.92,43.15,Returned,20-03-2025 11:16,15-03-2025,13.92
TX1605,ORD1605,P1809,2,413,206.5,Yes,104.69,21.07,329.38,Not Returned,,05-03-2025,329.38
TX1606,ORD1606,P1935,1,86.05,86.05,Yes,11.25,16.11,90.91,Not Returned,,19-03-2025,90.91
TX1606,ORD1606,P1400,1,10.03,10.03,Yes,2.13,17.26,25.16,Not Returned,,19-03-2025,25.16
TX1607,ORD1607,P1164,1,22.92,22.92,Yes,2.49,0.27,20.7,Not Returned,,19-05-2025,20.7
TX1608,ORD1608,P1203,1,25.85,25.85,No,0,13.16,39.01,Not Returned,,29-04-2025,39.01
TX1608,ORD1608,P1245,3,217.05,72.35,Yes,21.99,13.4,208.46,Not Returned,,29-04-2025,208.46
TX1608,ORD1608,P1571,1,29.42,29.42,Yes,8.79,14,34.63,Not Returned,,29-04-2025,34.63
TX1609,ORD1609,P1744,1,349.99,349.99,No,0,23.08,373.07,Not Returned,,24-03-2025,373.07
TX1609,ORD1609,P1933,1,21.23,21.23,Yes,3.43,6.38,24.18,Returned,01-04-2025 23:10,24-03-2025,6.38
TX1610,ORD1610,P1382,3,155.67,51.89,No,0,18.3,173.97,Not Returned,,11-03-2025,173.97
TX1611,ORD1611,P1883,2,77.62,38.81,Yes,21.38,17.81,74.05,Not Returned,,22-04-2025,74.05
TX1611,ORD1611,P1842,2,128.14,64.07,Yes,34.46,11.08,104.76,Not Returned,,22-04-2025,104.76
TX1611,ORD1611,P1209,3,1118.19,372.73,No,0,20.99,1139.18,Not Returned,,22-04-2025,1139.18
TX1612,ORD1612,P1034,3,383.85,127.95,No,0,10.1,393.95,Not Returned,,16-03-2025,393.95
TX1612,ORD1612,P1266,2,37.8,18.9,No,0,18.8,56.6,Returned,19-03-2025 21:04,16-03-2025,18.8
TX1613,ORD1613,P1586,3,588.21,196.07,No,0,15.93,604.14,Not Returned,,23-05-2025,604.14
TX1613,ORD1613,P1256,3,64.14,21.38,Yes,11.59,11.53,64.08,Not Returned,,23-05-2025,64.08
TX1614,ORD1614,P1971,3,292.59,97.53,No,0,3.05,295.64,Not Returned,,28-05-2025,295.64
TX1614,ORD1614,P1362,2,154.12,77.06,Yes,44.74,15.5,124.88,Not Returned,,28-05-2025,124.88
TX1614,ORD1614,P1232,3,186.6,62.2,No,0,17.19,203.79,Not Returned,,28-05-2025,203.79
TX1615,ORD1615,P1535,3,93.75,31.25,No,0,14.91,108.66,Not Returned,,19-04-2025,108.66
TX1616,ORD1616,P1517,1,90.11,90.11,No,0,5.08,95.19,Not Returned,,28-04-2025,95.19
TX1617,ORD1617,P1605,2,144.6,72.3,No,0,21.29,165.89,Not Returned,,29-03-2025,165.89
TX1617,ORD1617,P1026,1,74.02,74.02,No,0,17.45,91.47,Returned,07-04-2025 17:56,29-03-2025,17.45
TX1617,ORD1617,P1604,1,27.67,27.67,No,0,14.55,42.22,Returned,03-04-2025 17:56,29-03-2025,14.55
TX1618,ORD1618,P1002,1,43.82,43.82,Yes,9.55,9.94,44.21,Returned,03-05-2025 12:38,23-04-2025,9.94
TX1618,ORD1618,P1980,1,179.75,179.75,Yes,41.88,12.81,150.68,Not Returned,,23-04-2025,150.68
TX1619,ORD1619,P1476,3,529.11,176.37,Yes,57.11,21.25,493.25,Returned,01-04-2025 19:28,25-03-2025,21.25
TX1619,ORD1619,P1819,2,912.8,456.4,No,0,1.78,914.58,Not Returned,,25-03-2025,914.58
TX1619,ORD1619,P1167,3,25.74,8.58,Yes,3.94,4.18,25.98,Not Returned,,25-03-2025,25.98
TX1620,ORD1620,P1293,2,209.48,104.74,No,0,6.64,216.12,Returned,03-06-2025 22:25,28-05-2025,6.64
TX1620,ORD1620,P1527,2,123.56,61.78,No,0,17.08,140.64,Not Returned,,28-05-2025,140.64
TX1621,ORD1621,P1703,2,44.08,22.04,Yes,11.68,7.03,39.43,Not Returned,,11-03-2025,39.43
TX1621,ORD1621,P1944,1,3.86,3.86,Yes,0.58,8.85,12.13,Not Returned,,11-03-2025,12.13
TX1621,ORD1621,P1400,2,20.06,10.03,No,0,19.59,39.65,Not Returned,,11-03-2025,39.65
TX1622,ORD1622,P1036,3,217.23,72.41,Yes,26.7,17.22,207.75,Returned,21-05-2025 12:18,12-05-2025,17.22
TX1622,ORD1622,P1175,1,109.57,109.57,Yes,29.97,4.09,83.69,Not Returned,,12-05-2025,83.69
TX1622,ORD1622,P1153,1,347.53,347.53,No,0,9.87,357.4,Not Returned,,12-05-2025,357.4
TX1623,ORD1623,P1770,1,144.1,144.1,No,0,15.7,159.8,Returned,21-03-2025 21:26,20-03-2025,15.7
TX1623,ORD1623,P1103,3,964.77,321.59,No,0,6.65,971.42,Not Returned,,20-03-2025,971.42
TX1624,ORD1624,P1709,1,126.47,126.47,Yes,23.2,21.02,124.29,Not Returned,,24-04-2025,124.29
TX1624,ORD1624,P1170,3,135.75,45.25,No,0,24.27,160.02,Not Returned,,24-04-2025,160.02
TX1624,ORD1624,P1839,2,125.42,62.71,No,0,4.8,130.22,Not Returned,,24-04-2025,130.22
TX1625,ORD1625,P1530,1,78.12,78.12,Yes,21.93,4.29,60.48,Not Returned,,12-04-2025,60.48
TX1625,ORD1625,P1339,1,194.18,194.18,No,0,12.52,206.7,Not Returned,,12-04-2025,206.7
TX1626,ORD1626,P1866,2,323.2,161.6,No,0,5.91,329.11,Not Returned,,03-04-2025,329.11
TX1627,ORD1627,P1839,1,62.71,62.71,Yes,13.38,23.86,73.19,Not Returned,,06-04-2025,73.19
TX1627,ORD1627,P1802,2,55.26,27.63,No,0,4.47,59.73,Returned,09-04-2025 14:05,06-04-2025,4.47
TX1627,ORD1627,P1191,3,35.28,11.76,No,0,1.27,36.55,Not Returned,,06-04-2025,36.55
TX1628,ORD1628,P1067,2,93.1,46.55,No,0,7.08,100.18,Not Returned,,29-05-2025,100.18
TX1629,ORD1629,P1661,3,80.25,26.75,Yes,14.06,14.44,80.63,Not Returned,,18-05-2025,80.63
TX1629,ORD1629,P1940,3,222.99,74.33,No,0,6.77,229.76,Not Returned,,18-05-2025,229.76
TX1629,ORD1629,P1870,1,85.16,85.16,Yes,18.43,11.05,77.78,Not Returned,,18-05-2025,77.78
TX1630,ORD1630,P1412,1,204.45,204.45,No,0,1.68,206.13,Not Returned,,17-05-2025,206.13
TX1631,ORD1631,P1343,3,48,16,Yes,5.31,6.78,49.47,Not Returned,,23-05-2025,49.47
TX1632,ORD1632,P1116,3,379.32,126.44,No,0,11.26,390.58,Not Returned,,05-05-2025,390.58
TX1632,ORD1632,P1120,1,28.62,28.62,No,0,17.77,46.39,Not Returned,,05-05-2025,46.39
TX1633,ORD1633,P1097,1,102.45,102.45,No,0,23.62,126.07,Not Returned,,05-05-2025,126.07
TX1633,ORD1633,P1712,2,469.3,234.65,No,0,17.25,486.55,Not Returned,,05-05-2025,486.55
TX1633,ORD1633,P1292,2,232.82,116.41,Yes,68.44,18.53,182.91,Not Returned,,05-05-2025,182.91
TX1634,ORD1634,P1067,3,139.65,46.55,Yes,41.88,3.42,101.19,Not Returned,,10-04-2025,101.19
TX1634,ORD1634,P1789,3,414.24,138.08,Yes,92.41,9.83,331.66,Not Returned,,10-04-2025,331.66
TX1634,ORD1634,P1284,1,199.79,199.79,Yes,22,11.5,189.29,Not Returned,,10-04-2025,189.29
TX1635,ORD1635,P1842,2,128.14,64.07,Yes,33,21.65,116.79,Not Returned,,22-04-2025,116.79
TX1635,ORD1635,P1862,3,46.62,15.54,Yes,7.56,18.47,57.53,Not Returned,,22-04-2025,57.53
TX1636,ORD1636,P1502,2,909.18,454.59,Yes,189,5.18,725.36,Not Returned,,22-04-2025,725.36
TX1636,ORD1636,P1161,2,77.58,38.79,No,0,20.24,97.82,Not Returned,,22-04-2025,97.82
TX1637,ORD1637,P1919,1,39.24,39.24,No,0,1.62,40.86,Not Returned,,09-05-2025,40.86
TX1637,ORD1637,P1592,3,199.62,66.54,No,0,1.17,200.79,Not Returned,,09-05-2025,200.79
TX1637,ORD1637,P1638,3,1000.92,333.64,Yes,139.01,3.65,865.56,Not Returned,,09-05-2025,865.56
TX1638,ORD1638,P1821,2,170.52,85.26,No,0,17.42,187.94,Not Returned,,25-03-2025,187.94
TX1638,ORD1638,P1990,3,1114.98,371.66,No,0,18.42,1133.4,Not Returned,,25-03-2025,1133.4
TX1639,ORD1639,P1664,3,253.38,84.46,No,0,14.84,268.22,Not Returned,,07-04-2025,268.22
TX1639,ORD1639,P1283,1,271.46,271.46,Yes,68.42,7.6,210.64,Not Returned,,07-04-2025,210.64
TX1640,ORD1640,P1886,3,109.32,36.44,Yes,25.21,13.51,97.62,Returned,17-03-2025 00:49,08-03-2025,13.51
TX1640,ORD1640,P1688,1,28.77,28.77,Yes,8.45,15.72,36.04,Not Returned,,08-03-2025,36.04
TX1641,ORD1641,P1513,1,74.21,74.21,Yes,10.25,18.85,82.81,Not Returned,,05-04-2025,82.81
TX1641,ORD1641,P1628,2,131.84,65.92,No,0,14.42,146.26,Not Returned,,05-04-2025,146.26
TX1641,ORD1641,P1279,1,29,29,Yes,4.67,0.81,25.14,Not Returned,,05-04-2025,25.14
TX1642,ORD1642,P1242,1,260.27,260.27,Yes,63.14,21.26,218.39,Returned,30-05-2025 03:43,26-05-2025,21.26
